parkCode,name,totalSites,latitude,longitude,numberOfSitesFirstComeFirstServe,numberOfSitesReservable,description,operatingHours,reservationInfo,id,reservationUrl
chis,Santa Rosa Island Backcountry Beach Camping,30,34.01421,-120.3490075,0,30,"Backcountry camping on Santa Rosa Island is currently limited to certain beaches between August 15th and December 31st. Hiking is along the beach and rugged, unsigned (and sometimes unmaintained) dirt roads. The closest beach for camping is 8 miles from the boat/plane drop-off location. Reservations are required ($10 per night-per site). No services are provided.This is primitive, dispersed, backcountry camping. Visitors must backpack to all locations and carry all of their own gear, food and water.","[{'exceptions': [{'exceptionHours': {}, 'startDate': '2017-01-01', 'name': 'Closed dates for Backcountry Beach Camping on Santa Rosa Island', 'endDate': '2017-08-14'}], 'description': 'January 1 - August 14 \nBackcountry beach camping is closed to protect pupping seals/sea lions and nesting seabirds.\n\nAugust 15 - September 15 \nOnly East Point to South Point Beaches (Southeast Quadrant) are open to backcountry camping for boaters, kayakers, and backpackers.\n\nSeptember 16 - December 31 \nSoutheast, Southwest, and Northwest Quadrant beaches are open to backcountry camping. Beaches around Sandy Point, at Lobo Canyon, and Northeast Quadrant beaches (between Carrington', 'standardHours': {'wednesday': 'All Day', 'monday': 'All Day', 'thursday': 'All Day', 'sunday': 'All Day', 'tuesday': 'All Day', 'friday': 'All Day', 'saturday': 'All Day'}, 'name': 'Santa Rosa Island Backcountry Beach Camping'}]","Advanced camping reservations are required for all camping in the park. There are no entrance fees to visit the park. However, a reservation fee of $10.00 per site-per night is charged for backcounrty beach camping on Santa Rosa Island. This fee covers up to four people. Reservations can be made by calling (877) 444-6777 or through http://www.recreation.gov/.",CC099758-3DE8-4E5A-9C52-892D0F79755F,https://www.recreation.gov/camping/santa-rosa-island-backcountry-beach-camping/r/campgroundDetails.do?contractCode=NRSO&parkId=140543
choh,Swains Lock Hiker-Biker Overnight (HBO) Campsite,5,39.031002,-77.244579,5,0,"No fee charged.
Stay is limited to one night per site, per trip.
All sites have a chemical toilet, water, a picnic table, and grill. Please Note: Potable water may not be available at each campsite. Water is treated with iodine. Please plan to have water purification tablets with you. Water is turned off from November 15 to April 15 each year.","[{'exceptions': [], 'description': 'Open year round. First come, first served', 'standardHours': {'wednesday': 'All Day', 'monday': 'All Day', 'thursday': 'All Day', 'sunday': 'All Day', 'tuesday': 'All Day', 'friday': 'All Day', 'saturday': 'All Day'}, 'name': 'Swains Lock Hiker-Biker Overnight (HBO) Campsite'}]","First come, first served",55615849-4767-4B24-81BA-F9D651BDDE7F,
choh,Horsepen Branch Hiker-Biker Overnight (HBO) Campsite,1,39.06938,-77.398038,1,0,"There is no driving access to this campsite.  No fee charged.  First come, first served.  Stay is limited to one night per site, per trip.  Campground has a chemical toilet, water, a picnic table, and grill. Please Note: Potable water may not be available at each campsite. Water is treated with iodine. Please plan to have water purification tablets with you. Water is turned off from November 15 to April 15 each year.",[],"First come, first served",96423246-D213-41C2-860C-34DF71149E34,
choh,Indian Flats Hiker-Biker Overnight (HBO) Campsite,0,39.233516,-77.462711,0,0,"There is no driving access to this campsite.  No fee charged.  First come, first served.  Stay is limited to one night per site, per trip.  Campground has a chemical toilet, water, a picnic table, and grill. Please Note: Potable water may not be available at each campsite. Water is treated with iodine. Please plan to have water purification tablets with you. Water is turned off from November 15 to April 15 each year.",[],,AF40345B-C2EC-4ED5-8E47-BD195FE6972E,
choh,Chisel Branch Hiker-Biker Overnight (HBO) Campsite,1,39.102158,-77.473011,1,0,"There is no driving access to this campsite.  No fee charged.  First come, first served.  Stay is limited to one night per site, per trip.  Campground has a chemical toilet, water, a picnic table, and grill. Please Note: Potable water may not be available at each campsite. Water is treated with iodine. Please plan to have water purification tablets with you. Water is turned off from November 15 to April 15 each year.","[{'exceptions': [], 'description': 'Open year round', 'standardHours': {'wednesday': 'All Day', 'monday': 'All Day', 'thursday': 'All Day', 'sunday': 'All Day', 'tuesday': 'All Day', 'friday': 'All Day', 'saturday': 'All Day'}, 'name': 'Chisel Branch Hiker-Biker Overnight (HBO) Campsite'}]","First come, first served",B9D70C3C-FCA6-4E10-A654-8D0D2B38CAA7,
choh,Marble Quarry Hiker-Biker Overnight (HBO) Campsite,1,39.179558,-77.492708,1,0,"No fee charged.
Stay is limited to one night per site, per trip.
All sites have a chemical toilet, water, a picnic table, and grill. Please Note: Potable water may not be available at each campsite. Water is treated with iodine. Please plan to have water purification tablets with you. Water is turned off from November 15 to April 15 each year.","[{'exceptions': [], 'description': 'Open Year Round', 'standardHours': {'wednesday': 'All Day', 'monday': 'All Day', 'thursday': 'All Day', 'sunday': 'All Day', 'tuesday': 'All Day', 'friday': 'All Day', 'saturday': 'All Day'}, 'name': 'Marble Quarry Hiker-Biker Overnight (HBO) Campsite'}, {'exceptions': [], 'description': 'Open Year Round', 'standardHours': {'wednesday': 'All Day', 'monday': 'All Day', 'thursday': 'All Day', 'sunday': 'All Day', 'tuesday': 'All Day', 'friday': 'All Day', 'saturday': 'All Day'}, 'name': 'Marble Quarry Hiker-Biker Overnight (HBO) Campsite'}]","First come, first served",C8186F5C-7EC1-4DCE-A261-02C2C3FEDDFA,
choh,Turtle Run Hiker-Biker Overnight (HBO) Campsite,1,39.139288,-77.515673,1,0,"No fee charged.
Stay is limited to one night per site, per trip.
All sites have a chemical toilet, water, a picnic table, and grill. Please Note: Potable water may not be available at each campsite. Water is treated with iodine. Please plan to have water purification tablets with you. Water is turned off from November 15 to April 15 each year.","[{'exceptions': [], 'description': 'Open Year Round', 'standardHours': {'wednesday': 'All Day', 'monday': 'All Day', 'thursday': 'All Day', 'sunday': 'All Day', 'tuesday': 'All Day', 'friday': 'All Day', 'saturday': 'All Day'}, 'name': 'Turtle Run Hiker-Biker Overnight (HBO) Campsite'}]","First come, first served",6003817A-3C71-4406-A59E-ECB38F3AE724,
choh,Calico Rocks Hiker-Biker Overnight (HBO) Campsite,1,39.271168,-77.535582,1,0,"There is no driving access to this campsite.  No fee charged.  First come, first served.  Stay is limited to one night per site, per trip.  Campground has a chemical toilet, water, a picnic table, and grill. Please Note: Potable water may not be available at each campsite. Water is treated with iodine. Please plan to have water purification tablets with you. Water is turned off from November 15 to April 15 each year.",[],"First come, first served.",9EBA8986-2A1F-4207-82D1-F155A10BEB35,
choh,Bald Eagle Island Hiker-Biker Overnight (HBO) Campsite,1,39.299834,-77.557168,1,0,"There is no driving access to this campsite.  No fee charged.  Stay is limited to one night per site, per trip.  Campground has a chemical toilet, water, a picnic table, and grill. Please Note: Potable water may not be available at each campsite. Water is treated with iodine. Please plan to have water purification tablets with you. Water is turned off from November 15 to April 15 each year.","[{'exceptions': [], 'description': 'Open Year Round', 'standardHours': {'wednesday': 'All Day', 'monday': 'All Day', 'thursday': 'All Day', 'sunday': 'All Day', 'tuesday': 'All Day', 'friday': 'All Day', 'saturday': 'All Day'}, 'name': 'Bald Eagle Island Hiker-Biker Overnight (HBO) Campsite'}]","First-come, first served",E02FF569-7F16-4A73-B44F-2A2211C98513,
choh,Huckleberry Hill Hiker-Biker Overnight (HBO) Campsite,0,39.34152,-77.75747,0,0,"There is no driving access to this campsite.  No fee charged.  First come, first served.  Stay is limited to one night per site, per trip.  Campground has a chemical toilet, water, a picnic table, and grill. Please Note: Potable water may not be available at each campsite. Water is treated with iodine. Please plan to have water purification tablets with you. Water is turned off from November 15 to April 15 each year.",[],,129ADE5E-5C43-4F6F-85E3-2F69DC82217D,
choh,Horseshoe Bend Hiker-Biker Overnight (HBO) Campsite,1,39.486903,-77.774341,1,0,"There is no driving access to this campsite.  No fee charged.  First come, first served.  Stay is limited to one night per site, per trip.  Campground has a chemical toilet, water, a picnic table, and grill. Please Note: Potable water may not be available at each campsite. Water is treated with iodine. Please plan to have water purification tablets with you. Water is turned off from November 15 to April 15 each year.","[{'exceptions': [], 'description': 'Open Year Round', 'standardHours': {'wednesday': 'All Day', 'monday': 'All Day', 'thursday': 'All Day', 'sunday': 'All Day', 'tuesday': 'All Day', 'friday': 'All Day', 'saturday': 'All Day'}, 'name': 'Horseshoe Bend Hiker-Biker Overnight (HBO) Campsite'}]","First come, first served",80B2AD5E-92D0-4BF8-90C4-92349E09338E,
choh,Big Woods Hiker-Biker Overnight (HBO) Campsite,1,39.492868,-77.792591,1,0,"There is no driving access to this campsite.  No fee charged.  Stay is limited to one night per site, per trip.  Campground has a chemical toilet, water, a picnic table, and grill. Please Note: Potable water may not be available at each campsite. Water is treated with iodine. Please plan to have water purification tablets with you. Water is turned off from November 15 to April 15 each year.","[{'exceptions': [], 'description': 'Open year-round.', 'standardHours': {'wednesday': 'All Day', 'monday': 'All Day', 'thursday': 'All Day', 'sunday': 'All Day', 'tuesday': 'All Day', 'friday': 'All Day', 'saturday': 'All Day'}, 'name': 'Big Woods Hiker-Biker Overnight (HBO) Campsite'}]","First come, first served.",26A77456-D7A5-4CD2-8F28-96B3679085C7,
choh,Killiansburg Cave Hiker Biker Overnight (HBO) Campsite,1,39.459202,-77.796583,1,0,"Mile 75.2
There is no driving access to this campsite.  No fee charged.  First come, first served.  Stay is limited to one night per site, per trip.  Campground has a chemical toilet, water, a picnic table, and grill. Please Note: Potable water may not be available at each campsite. Water is treated with iodine. Please plan to have water purification tablets with you. Water is turned off from November 15 to April 15 each year.","[{'exceptions': [], 'description': 'Open year round, first come, first served.', 'standardHours': {'wednesday': 'All Day', 'monday': 'All Day', 'thursday': 'All Day', 'sunday': 'All Day', 'tuesday': 'All Day', 'friday': 'All Day', 'saturday': 'All Day'}, 'name': 'Killiansburg Cave Hiker Biker Overnight (HBO) Campsite'}]","First come, first served",A610C577-66D8-4544-9F6F-62FF55803C8F,
choh,Jordan Junction Hiker-Biker Overnight (HBO) Campsite,1,39.609192,-77.85283,1,0,"Mile 95.2
There is no driving access to this campsite.  No fee charged.  First come, first served.  Stay is limited to one night per site, per trip.  Campground has a chemical toilet, water, a picnic table, and grill. Please Note: Potable water may not be available at each campsite. Water is treated with iodine. Please plan to have water purification tablets with you. Water is turned off from November 15 to April 15 each year.","[{'exceptions': [], 'description': 'Open Year Round', 'standardHours': {'wednesday': 'All Day', 'monday': 'All Day', 'thursday': 'All Day', 'sunday': 'All Day', 'tuesday': 'All Day', 'friday': 'All Day', 'saturday': 'All Day'}, 'name': 'Jordan Junction Hiker-Biker Overnight (HBO) Campsite'}]","First come, first served",B89F33B9-4FDD-49EE-8FA4-BF2AB74AFFB5,
choh,Cumberland Valley Hiker-Biker Overnight (HBO) Campsite,1,39.562141,-77.853069,1,0,"There is no driving access to this campsite.  No fee charged.  Stay is limited to one night per site, per trip.  Campground has a chemical toilet, water, a picnic table, and grill. Please Note: Potable water may not be available at each campsite. Water is treated with iodine. Please plan to have water purification tablets with you. Water is turned off from November 15 to April 15 each year.","[{'exceptions': [], 'description': 'Mile 95.2. This is a first-come first served walk in campsite.', 'standardHours': {'wednesday': 'All Day', 'monday': 'All Day', 'thursday': 'All Day', 'sunday': 'All Day', 'tuesday': 'All Day', 'friday': 'All Day', 'saturday': 'All Day'}, 'name': 'Cumberland Valley Hiker-Biker Overnight (HBO) Campsite'}]","First come, first served",4FA8CCF3-5D38-41C0-A77F-06ADCB37BA53,
choh,Opequon Junction Hiker-Biker Overnight (HBO) Campsite,1,39.515933,-77.860112,1,0,"Mile 90.9
No fee charged.
Stay is limited to one night per site, per trip.
All sites have a chemical toilet, water, a picnic table, and grill. Please Note: Potable water may not be available at each campsite. Water is treated with iodine. Please plan to have water purification tablets with you. Water is turned off from November 15 to April 15 each year.",[],"First come, first served",D02FA068-BF79-4A17-8621-533DFE01DDF0,
choh,North Mountain Hiker-Biker Overnight (HBO) Campsite,1,39.610663,-77.959636,1,0,"Mile 110
No fee charged.
Stay is limited to one night per site, per trip.
All sites have a chemical toilet, water, a picnic table, and grill. Please Note: Potable water may not be available at each campsite. Water is treated with iodine. Please plan to have water purification tablets with you. Water is turned off from November 15 to April 15 each year.","[{'exceptions': [], 'description': 'Open Year Round', 'standardHours': {'wednesday': 'All Day', 'monday': 'All Day', 'thursday': 'All Day', 'sunday': 'All Day', 'tuesday': 'All Day', 'friday': 'All Day', 'saturday': 'All Day'}, 'name': 'North Mountain Hiker-Biker Overnight (HBO) Campsite'}]","First come, first served",E9D964EF-67FA-4F51-8ECC-56FD621F7AD7,
choh,Licking Creek Hiker-Biker Overnight (HBO) Campsite,0,39.650294,-78.048776,0,0,"Mile 116
No fee charged.
Stay is limited to one night per site, per trip.
All sites have a chemical toilet, water, a picnic table, and grill. Please Note: Potable water may not be available at each campsite. Water is treated with iodine. Please plan to have water purification tablets with you. Water is turned off from November 15 to April 15 each year.",[],,29887D47-54ED-4C49-A7FB-B49AB60DCCE4,
choh,Little Pool Hiker-Biker Overnight (HBO) Campsite,0,39.684776,-78.113125,0,0,"Mile 120.6
No fee charged.
Stay is limited to one night per site, per trip.
All sites have a chemical toilet, water, a picnic table, and grill. Please Note: Potable water may not be available at each campsite. Water is treated with iodine. Please plan to have water purification tablets with you. Water is turned off from November 15 to April 15 each year.",[],,FBDC47A8-40CD-4BE7-B588-7DD0D89ADF82,
choh,White Rock Hiker-Biker Overnight (HBO) Campsite,1,39.67754,-78.209794,1,0,"There is no driving access to this campsite.  There is no fee charged.  First come, first served.  Stay is limited to one site per night per trip.","[{'exceptions': [], 'description': 'Open Year Round', 'standardHours': {'wednesday': 'All Day', 'monday': 'All Day', 'thursday': 'All Day', 'sunday': 'All Day', 'tuesday': 'All Day', 'friday': 'All Day', 'saturday': 'All Day'}, 'name': 'White Rock Hiker-Biker Overnight (HBO) Campsite'}]","First come, first served",753ADCCD-0ABC-4D9A-B5E4-BB37572F196E,
choh,Leopards Mill Hiker-Biker Overnight (HBO) Campsite,1,39.651961,-78.240136,1,0,"Mile 129.9
There is no driving access to this campsite.  No fee charged.  First come, first served.  Stay is limited to one night per site, per trip.  Campground has a chemical toilet, water, a picnic table, and grill. Please Note: Potable water may not be available at each campsite. Water is treated with iodine. Please plan to have water purification tablets with you. Water is turned off from November 15 to April 15 each year.","[{'exceptions': [], 'description': 'Open Year Round', 'standardHours': {'wednesday': 'All Day', 'monday': 'All Day', 'thursday': 'All Day', 'sunday': 'All Day', 'tuesday': 'All Day', 'friday': 'All Day', 'saturday': 'All Day'}, 'name': 'Leopards Mill Hiker-Biker Overnight (HBO) Campsite'}]","First come, first served",0477F54F-BBA5-4418-96C9-262FD30FEFC3,
choh,Cacapon Junction Hiker-Biker Overnight (HBO) Campsite,1,39.621284,-78.279305,1,0,"There is no driving access to this campsite.  No fee charged.  First come, first served.  Stay is limited to one night per site, per trip.  Campground has a chemical toilet, water, a picnic table, and grill. Please Note: Potable water may not be available at each campsite. Water is treated with iodine. Please plan to have water purification tablets with you. Water is turned off from November 15 to April 15 each year.","[{'exceptions': [], 'description': 'Open Year Round', 'standardHours': {'wednesday': 'All Day', 'monday': 'All Day', 'thursday': 'All Day', 'sunday': 'All Day', 'tuesday': 'All Day', 'friday': 'All Day', 'saturday': 'All Day'}, 'name': 'Cacapon Junction Hiker-Biker Overnight (HBO) Campsite'}]","First come, first served",EE34E034-775B-4EB2-ABEC-F23AF045D3AB,
choh,Indigo Neck Hiker Biker Overnight (HBO) Campsite,1,39.626697,-78.358666,1,0,"There is no driving access to this campsite.  No fee charged.  First come, first served.  Stay is limited to one night per site, per trip.  Campground has a chemical toilet, water, a picnic table, and grill. Please Note: Potable water may not be available at each campsite. Water is treated with iodine. Please plan to have water purification tablets with you. Water is turned off from November 15 to April 15 each year.","[{'exceptions': [], 'description': 'First come, first served campsite. Open year round', 'standardHours': {'wednesday': 'All Day', 'monday': 'All Day', 'thursday': 'All Day', 'sunday': 'All Day', 'tuesday': 'All Day', 'friday': 'All Day', 'saturday': 'All Day'}, 'name': 'Indigo Neck Hiker Biker Overnight (HBO) Campsite'}]","First come, first served",2133A176-466F-4A3E-8B74-AF4AC2E1B2AA,
choh,Stickpile Hill Hiker-Biker Overnight (HBO) Campsite,1,39.583599,-78.397693,1,0,"Mile 149.4
No fee charged.
Stay is limited to one night per site, per trip.
All sites have a chemical toilet, water, a picnic table, and grill. Please Note: Potable water may not be available at each campsite. Water is treated with iodine. Please plan to have water purification tablets with you. Water is turned off from November 15 to April 15 each year.",[],"First come, first served.",010134D2-1B0F-4A1E-85FF-53137A8996CF,
choh,Devil's Alley Hiker-Biker Overnight (HBO) Campsite,1,39.622156,-78.411328,1,0,"There is no driving access to this campsite.  No fee charged.  First come, first served.  Stay is limited to one night per site, per trip.  Campground has a chemical toilet, water, a picnic table, and grill. Please Note: Potable water may not be available at each campsite. Water is treated with iodine. Please plan to have water purification tablets with you. Water is turned off from November 15 to April 15 each year.",[],Fires restricted to grills.  Fire rings provided.  Firewood may be collected.  Firewood may not be brought into the park.,F41195B6-57A5-43FA-9509-CE4AE75FFA95,
choh,Sorrel Ridge Hiker-Biker Overnight (HBO) Campsite,1,39.571699,-78.453213,1,0,"Mile 154.1
No fee charged.
Stay is limited to one night per site, per trip.
All sites have a chemical toilet, water, a picnic table, and grill. Please Note: Potable water may not be available at each campsite. Water is treated with iodine. Please plan to have water purification tablets with you. Water is turned off from November 15 to April 15 each year.",[],"First come, first served.",CFA62A52-1B27-4211-803E-07FFD2CBF0B8,
choh,Purslane Run Hiker-Biker Overnight (HBO) Campsite,1,39.535244,-78.464149,1,0,"Mile 157.4
No fee charged.
Stay is limited to one night per site, per trip.
All sites have a chemical toilet, water, a picnic table, and grill. Please Note: Potable water may not be available at each campsite. Water is treated with iodine. Please plan to have water purification tablets with you. Water is turned off from November 15 to April 15 each year.",[],"First come, first served.",B1D9FE14-0809-4759-BD6D-03B98FEAA7F1,
choh,Town Creek Hiker-Biker Overnight (HBO) Campsite,1,39.524461,-78.538643,1,0,"Mile 162.1
No fee charged.
Stay is limited to one night per site, per trip.
All sites have a chemical toilet, water, a picnic table, and grill. Please Note: Potable water may not be available at each campsite. Water is treated with iodine. Please plan to have water purification tablets with you. Water is turned off from November 15 to April 15 each year.",[],"First come, first served.",93F1B7C1-041B-4F7B-8E75-D0C35CA6CAE2,
choh,Potomac Forks Hiker Biker Overnight (HBO) Campsite,0,39.53094,-78.588975,0,0,"There is no driving access to this campsite.  No fee charged.  First come, first served.  Stay is limited to one night per site, per trip.  Campground has a chemical toilet, water, a picnic table, and grill. Please Note: Potable water may not be available at each campsite. Water is treated with iodine. Please plan to have water purification tablets with you. Water is turned off from November 15 to April 15 each year.",[],,9F588F02-DC9B-4573-B868-1A0B600BA1F3,
choh,Pigmans Ferry Hiker-Biker Overnight (HBO) Campsite,0,39.538958,-78.650428,0,0,"There is no driving access to this campsite.  No fee charged.  First come, first served.  Stay is limited to one night per site, per trip.  Campground has a chemical toilet, water, a picnic table, and grill. Please Note: Potable water may not be available at each campsite. Water is treated with iodine. Please plan to have water purification tablets with you. Water is turned off from November 15 to April 15 each year.",[],,7CB28D9D-073D-4493-9D2C-CA3004484378,
choh,Evitts Creek Hiker-Biker Overnight (HBO) Campsite,1,39.616979,-78.73259,1,0,"No fee charged.  Stay is limited to one night per site, per trip.  Campground has a chemical toilet, water, a picnic table, and grill. Please Note: Potable water may not be available at each campsite. Water is treated with iodine. Please plan to have water purification tablets with you. Water is turned off from November 15 to April 15 each year.","[{'exceptions': [], 'description': 'Open year round.  First come, first served.', 'standardHours': {'wednesday': 'All Day', 'monday': 'All Day', 'thursday': 'All Day', 'sunday': 'All Day', 'tuesday': 'All Day', 'friday': 'All Day', 'saturday': 'All Day'}, 'name': 'Evitts Creek Hiker-Biker Overnight (HBO) Campsite'}]","First come, first served.",CA193220-AEAD-4170-BBD3-1275AE5770DD,
choh,Iron's Mountain Hiker-Biker Overnight (HBO) Campsite,0,39.587479,-78.735584,0,0,"No fee charged.  Stay is limited to one night per site, per trip.  Campground has a chemical toilet, water, a picnic table, and grill. Please Note: Potable water may not be available at each campsite. Water is treated with iodine. Please plan to have water purification tablets with you. Water is turned off from November 15 to April 15 each year.",[],,1B582C8D-FD73-4E42-8EBE-8E4C00DC7535,
ciro,City of Rocks Campground,64,33.065408,-107.495734,0,64,"64 standard campsites (picnic table, tent pad, grill, parking area) are scattered along 6 miles of roads through the Reserve.  Most sites are nestled among the granite rocks, and some in the shade of pinyon pine, mountain mahogany and aspen.  Nearly all are within walking distance of rock climbing areas.","[{'exceptions': [{'exceptionHours': {'wednesday': 'Closed', 'monday': 'Closed', 'thursday': 'Closed', 'sunday': 'Closed', 'tuesday': 'Closed', 'friday': 'Closed', 'saturday': 'Closed'}, 'startDate': '2020-03-27', 'name': 'CLOSED DUE TO COVID-19', 'endDate': '2020-05-15'}], 'description': 'The Reserve is open to camping year-round, though some sites may be snow covered in winter or inaccessible by vehicle.  Reservations are taken through ReserveAmerica.com but no reservations are required from October 1 through April 30.', 'standardHours': {'wednesday': 'All Day', 'monday': 'All Day', 'thursday': 'All Day', 'sunday': 'All Day', 'tuesday': 'All Day', 'friday': 'All Day', 'saturday': 'All Day'}, 'name': 'City of Rocks Campground'}]",Visitors may also make reservations by calling 888-922-6743,849C892E-19ED-4539-8591-CF2D1670D380,http://idahostateparks.reserveamerica.com/
colm,Saddlehorn Campground,80,39.104764,-108.732344,29,51,Saddlehorn Campground is 4 miles from the west (Fruita) entrance. It is located in an area of pinyon pine and Utah juniper trees within walking distance of the visitor center. It is open year-round.,"[{'exceptions': [], 'description': 'The A-Loop is open year-round. The B-Loop is open from March through October. A and B Loop sites can be reserved at www.recreation.gov or by calling 1-877-444-6777. The C-Loop is open as needed.', 'standardHours': {'wednesday': 'All Day', 'monday': 'All Day', 'thursday': 'All Day', 'sunday': 'All Day', 'tuesday': 'All Day', 'friday': 'All Day', 'saturday': 'All Day'}, 'name': 'Saddlehorn Campground'}]","A Loop is open year round on a first come first serve basis.
B Loop is typically open March through October.
Reservations for Loop A & B can be made via www.recreation.gov or by calling 1-877-444-6777.
C Loop is open as needed March through October on a first come first serve basis.",B64B25ED-E087-4E45-BCF7-52A7D494CB18,http://www.recreation.gov
crla,Lost Creek Campground,16,42.86718511,-122.165603,16,0,Lost Creek Campground is a small campground for tents only (16 sites) on the road to Pinnacles Overlook ($10 per night). It usually opens in early July and closes in mid-October.,"[{'exceptions': [{'exceptionHours': {'wednesday': 'Closed', 'monday': 'Closed', 'thursday': 'Closed', 'tuesday': 'Closed', 'friday': 'Closed', 'saturday': 'Closed'}, 'startDate': '2018-10-08', 'name': 'Winter Closure of Lost Creek', 'endDate': '2015-07-01'}], 'description': 'Lost Creek Campground is located on Pinnacles Road, about 12 miles from park headquarters. Lost Creek Campground is tent camping only and is operated by the National Park Service.', 'standardHours': {'wednesday': 'All Day', 'monday': 'All Day', 'thursday': 'All Day', 'sunday': 'All Day', 'tuesday': 'All Day', 'friday': 'All Day', 'saturday': 'All Day'}, 'name': 'Lost Creek Campground'}]","Lost Creek Campground (16 sites) is a small campground for tents only. Registration is self-service, and reservations are not taken. The campground typically fills up, so arrive early to secure a site.  Payment can be made by check or exact cash.",71D71180-EFB3-4888-8B2C-5474107CC139,
crla,Mazama Village Campground,214,42.86718511,-122.165603,54,160,"Mazama Village Campground is located seven miles from the rim of Crater Lake.  The campground is mostly forested and each site has a picnic table, fire ring, and bear locker. 75% of the sites are are reservable in advance and the rest are available on a first-come, first-served basis.","[{'exceptions': [{'exceptionHours': {'wednesday': 'Closed', 'monday': 'Closed', 'thursday': 'Closed', 'tuesday': 'Closed', 'friday': 'Closed', 'saturday': 'Closed'}, 'startDate': '2015-09-30', 'name': 'Winter Closure of Mazama Village Campground', 'endDate': '2018-05-28'}], 'description': 'Located seven miles from the rim of Crater Lake just inside the south entrance gate of Crater Lake National Park, the Mazama Village Campground has 214 tent and RV sites, accommodating tents up to 12??x 12??and RVs up to 50 feet in length. The campground is open from mid-June to late September/early October, weather permitting.', 'standardHours': {'wednesday': 'All Day', 'monday': 'All Day', 'thursday': 'All Day', 'sunday': 'All Day', 'tuesday': 'All Day', 'friday': 'All Day', 'saturday': 'All Day'}, 'name': 'Mazama Village Campground'}]","Mazama Campground has 214 sites. 75% of the campsites are reservable in advance by calling 888-774-2728 or online at www.craterlakelodges.com. The rest are available on a first-come, first-served basis. Typically, there are sites available until late afternoon or early evening",ADCAAE21-0B87-4379-A710-73E70566AA92,http://www.craterlakelodges.com/lodging/reservations/
crmo,Lava Flow Campground,42,43.46078713,-113.5589857,51,0,Lava Flow Campground is a 51-site campground accessible by automobile from May through November.,"[{'exceptions': [{'exceptionHours': {'wednesday': 'Closed', 'monday': 'Closed', 'thursday': 'Closed', 'sunday': 'Closed', 'tuesday': 'Closed', 'friday': 'Closed', 'saturday': 'Closed'}, 'startDate': '2018-11-22', 'name': 'Lava Flow Campground Closed', 'endDate': '2018-05-28'}], 'description': 'Sites are only available on a first come - first served basis. Campsites can be claimed at any time through a self-registration process. Pay for your site with a credit card at the automated fee machine. Quiet hours are from 10 p.m. to 6 a.m. (no generators running, loud music, etc.).', 'standardHours': {'wednesday': 'All Day', 'monday': 'All Day', 'thursday': 'All Day', 'sunday': 'All Day', 'tuesday': 'All Day', 'friday': 'All Day', 'saturday': 'All Day'}, 'name': 'Lava Flow Campground'}]",No reservations; all sites available on a first-come first-served basis.,655E8DDE-9586-447E-B531-A93B31EEE1A0,
cuis,Brickhill Bluff Wilderness Campsite,4,30.832912,-81.450805,0,4,"Brickhill Bluff Wilderness Campsite is one of three campgrounds in Cumberland Island?? designated wilderness on the northern part of the island.  The campsite is located 10.5 miles north of the Sea Camp dock. Wilderness sites have no amenities. Fires are prohibited, but camp stoves can be used for cooking.  Campers should be prepared to hang all food and trash. Water is available from a pump well located in the site and must be treated. Permits are $9 a night, good for up to 6 people.","[{'exceptions': [{'exceptionHours': {'wednesday': 'Closed', 'monday': 'Closed', 'thursday': 'Closed', 'sunday': 'Closed', 'tuesday': 'Closed', 'friday': 'Closed', 'saturday': 'Closed'}, 'startDate': '2020-04-03', 'name': 'COVID-19 Closure', 'endDate': '2020-06-29'}], 'description': 'Camping is most popular during the Spring and Fall, but the campground stays open all year. It is common for the campground to fill up throughout the year on Fridays and Saturdays. Make reservations as far in advance as possible.', 'standardHours': {'wednesday': 'All Day', 'monday': 'All Day', 'thursday': 'All Day', 'sunday': 'All Day', 'tuesday': 'All Day', 'friday': 'All Day', 'saturday': 'All Day'}, 'name': 'Brickhill Bluff Wilderness Campsite'}]","Reservations can be made up to 6 months in advance. All camping on Cumberland Island requires a reservation and printed permit, and must be done in a designated campsite. Dispersed camping and beach camping are not permitted. Check the ferry schedule prior to reserving your Cumberland Island National Seashore Camping Permit unless you are traveling by private boat. 
The ferry does not operate on Tuesdays and Wednesdays from December through February.",530F6E66-6603-41A9-AC88-6E8750923E1A,https://www.recreation.gov/
